Region,Theta (θ),Intercept,Intercept Z,Gizi Kurang Koef,Gizi Kurang Z,Persentase Bayi dengan IMD Koef,Persentase Bayi dengan IMD Z,Rokok Perkapita Koef,Rokok Perkapita Z,Kepadatan Penduduk Koef,Kepadatan Penduduk Z,Air Minum Layak Koef,Air Minum Layak Z,Sanitasi Layak Koef,Sanitasi Layak Z
Lumajang,1.85885849941765,6.02678272906142,50351.3031523227,0.000265456468831038,2.1446703295704,-0.00391323808883488,-0.37096202496882,0.061907713544409,1.23099290997851,0.0000917594784422132,1.33594493060374,0.00125102680774302,0.0790962446362987,0.000451990283484629,0.034749308107092
Jember,1.85886551907552,6.02678243775484,49228.2403756512,0.000265514220671217,2.09847200353378,-0.00384332291989092,-0.354685279788227,0.0610731206296352,1.18827484245457,0.0000922853548737187,1.2970335078285,0.00125741712753379,0.077641189984578,0.000530239450461766,0.039812037052855
Banyuwangi,1.85887432040665,6.02678233354377,47395.9830956691,0.00026542997925239,2.02736394530942,-0.00375842293216583,-0.333274127274196,0.060140099305457,1.13115837213955,0.0000928764168893088,1.24268414080772,0.00126767535373194,0.0754984615078741,0.000613883775356535,0.0444572413497849
Bondowoso,1.85886802242464,6.02678221451455,49091.588058322,0.000265822362044874,2.09274465680813,-0.00384322710827753,-0.352509702808939,0.0608038549547677,1.1816481251384,0.0000928052199505794,1.29556572053508,0.00125101280800123,0.0770045543078148,0.000568886037673671,0.0425788770395403
Situbondo,1.85887082081909,6.02678203616831,48752.7210497608,0.000266066202296066,2.07900999857462,-0.00383693022993001,-0.34850584285159,0.0605123889711929,1.16987652207255,0.0000932824507736384,1.28802891712974,0.00124744400630274,0.0762497343996399,0.000606148387685468,0.0450504330297035
Probolinggo,1.85885938944643,6.02678241274422,50632.6015824418,0.000265961792515997,2.15497871239375,-0.00394334028205444,-0.374268374678599,0.0618068335726974,1.23787117655922,0.000092390490406644,1.35002998172312,0.00123503093507173,0.0784577090286171,0.000487135117155528,0.0376282259277731
Pasuruan,1.85885184078659,6.02678319392129,51188.3820073272,0.000265369978547531,2.18391969085261,-0.00399137912069053,-0.387196749342509,0.0628078732139246,1.27313570968583,0.0000913320144452356,1.37449101138599,0.00124254562225551,0.0801987372558565,0.000370632269831748,0.0290880740828534
Sidoarjo,1.85885182472633,6.02678276773547,51503.5568562889,0.000266126323729324,2.19588494651461,-0.00405559797777708,-0.393672906247267,0.0628255280222919,1.2858228561632,0.000092254835675559,1.39763864394272,0.00121210366392126,0.0786961210391543,0.000415564051851474,0.0328052055475629
Mojokerto,1.85884652130978,6.02678347448359,51724.0912339515,0.000265750607761984,2.21509820773333,-0.0041094531873375,-0.404601571189545,0.0636478913878333,1.31515286755399,0.0000917017694660947,1.42090650177619,0.00120935219192313,0.0794113962060223,0.000333472401338276,0.0266242947289503
Jombang,1.85884283566812,6.02678420084402,51689.3993600957,0.000265331011513351,2.22490657116068,-0.00414521931620172,-0.411890375073797,0.0643052477591902,1.33558459617497,0.0000912094042134119,1.43539417758875,0.0012111229815768,0.0800636174609471,0.00026231001328945,0.0210837452578453
Nganjuk,1.85883725570537,6.02678586856376,51187.7167652648,0.00026440527623234,2.2320137239245,-0.00420744212112914,-0.423155211816816,0.0655380835548593,1.36867305491657,0.0000903464127807672,1.45682192829199,0.0012176123200083,0.0811429603831743,0.000125415086097272,0.010161891084012
Madiun,1.85883202745398,6.0267891996126,49585.8084015487,0.000262637655368808,2.22201287930986,-0.0042905848417656,-0.435397941730062,0.0674280491339449,1.41000119536487,0.0000891668534631751,1.47939362711358,0.00123373574574437,0.0825646947384798,-0.0000912787906273834,-0.00742743295004918
Magetan,1.8588308864648,6.0267913105266,48492.4212339234,0.000261524801878157,2.20968127729663,-0.00432292846506731,-0.439409808827497,0.0683991200180286,1.42755616571263,0.0000885465416869847,1.4861317875531,0.00124819591357794,0.0834822667997593,-0.000210750842402012,-0.0171396064678688
Ngawi,1.85883164576968,6.02678943103021,49260.0619613721,0.000262683851910657,2.21645825753122,-0.00433391386768529,-0.438129621898494,0.0676747124928366,1.4167750512202,0.000089562619216525,1.48968744455874,0.0012088383479735,0.0808187449845667,-0.0000807118627783596,-0.00656133944799713
Bojonegoro,1.85883740914972,6.02678538947649,50947.7285773549,0.0002650476014898,2.22071335825677,-0.00426738138489925,-0.424756573620601,0.0655093366088968,1.36718707314443,0.000091291121687993,1.46547090011615,0.00117874293944461,0.0781797372950349,0.000187424590658644,0.0151144391903411
Tuban,1.85884072077777,6.0267841180927,50943.389011599,0.00026597758013112,2.20137521331985,-0.00426235150930938,-0.417241909128147,0.0647491134336063,1.3404052273448,0.0000922720838423606,1.45001596092409,0.00116009737310567,0.0760552162253255,0.000297046927647657,0.023678730279075
Lamongan,1.85884703455454,6.02678308745003,51517.1778270732,0.000266308659235777,2.20437341836984,-0.00415201334660845,-0.405112910723791,0.0635738361401983,1.31132923244807,0.0000924386188614032,1.42466004614006,0.00118608955119709,0.0775107659970465,0.000378495655151843,0.0300740237600602
Gresik,1.85885144976207,6.02678256827112,51408.6338785074,0.000266525433249974,2.19147643515969,-0.00409725057858766,-0.395948835492808,0.062889457237773,1.28777385536611,0.0000927505042015801,1.40460119464803,0.00119482262294462,0.0774508688210075,0.000436938595103894,0.0344373485581733
Bangkalan,1.85885344093328,6.0267822761959,51178.4016716718,0.000266791554996762,2.17875631025097,-0.004091935918424,-0.392014337091812,0.0626100663446739,1.27548904193658,0.0000931366969029036,1.39602750301331,0.00119101857677418,0.0766998184418545,0.000473411612889,0.0370681728628769
Sampang,1.85886174813025,6.02678189287032,50440.3496089019,0.000266744257898962,2.14396081113824,-0.00398230238989475,-0.373704539221488,0.061538284972328,1.23083211457349,0.0000934393693187347,1.3535272339926,0.00121369180844111,0.0766861258779968,0.000551084181177287,0.0423363699173036
Pamekasan,1.85886550166056,6.02678175429219,49890.0303678637,0.000266790632492573,2.12108209967285,-0.00394638747107773,-0.365429925617668,0.0611055477713367,1.20915801115637,0.0000937206416077864,1.3337406914126,0.00121937089170049,0.076151324053628,0.000588817365093002,0.0447103617627403
Sumenep,1.85887320912955,6.02678149834189,48485.5997084703,0.000267026747817795,2.06414039186584,-0.00389434980071473,-0.348771049064898,0.0602927046770084,1.16285037138993,0.0000945270360167017,1.29259429892352,0.00122604665308788,0.0744117424077296,0.000668203962461781,0.0493084111815153
Kota Kediri,1.85883883039174,6.02678550424835,51327.541317605,0.000264403120847387,2.22786049057863,-0.00415932675874431,-0.417369425231024,0.0651441818332248,1.35390477513327,0.0000901691486929012,1.44074614482751,0.00123355929733185,0.0819032876875662,0.000142610888128652,0.0115128652760979
Kota Blitar,1.85884078366053,6.02678516914153,51230.5960590172,0.000264316762848709,2.21358185540287,-0.00410190612550996,-0.408874325795308,0.0647050838461056,1.33176294624591,0.000089933250356316,1.41629269326592,0.00125243344908651,0.0824621566765537,0.000160747403390984,0.0128691724395517
Kota Malang,1.85884901884456,6.0267835038642,51400.4554272798,0.000265256811787642,2.19687298500433,-0.0040242966646659,-0.393692546188254,0.063232130576438,1.29011224883056,0.000091107151329386,1.38911565152956,0.00124016494104546,0.0806261491344039,0.000330086237028488,0.0260936894936752
Kota Probolinggo,1.85885939350869,6.02678241457084,50629.9719489232,0.00026595811218586,2.15487887716603,-0.00394299348567129,-0.374225387032453,0.0618062471283941,1.23777836715453,0.0000923864572759185,1.34989028672972,0.00123516272283718,0.0784621990644312,0.000486990074380531,0.0376151732912779
Kota Pasuruan,1.85885457833079,6.02678266092097,51243.0067927633,0.00026597724080012,2.18259063211889,-0.00400405895377035,-0.386044672013546,0.0624338319532403,1.26777574107437,0.0000921687371074739,1.37841314747092,0.0012250900220769,0.0789578345917142,0.00043639104174003,0.0341981480096826
Kota Mojokerto,1.85884667169331,6.02678343779934,51720.281974672,0.000265784504580517,2.21454182799923,-0.00410976979847709,-0.404404275342714,0.0636232109396508,1.3144376365885,0.0000917457185597925,1.42067838856149,0.0012084404881904,0.0793259295636004,0.000337474693583098,0.0269351300247169
Kota Madiun,1.85883210489324,6.02678911217113,49632.1608723307,0.000262681945308431,2.22246424426095,-0.00428855872339839,-0.435153195151818,0.0673834376921496,1.40909144767942,0.000089189051632696,1.47889297486193,0.00123347803954526,0.082545762957016,-0.0000863565699860364,-0.00702675125998591
Kota Surabaya,1.85885295368055,6.02678249653971,51372.3535408751,0.000266460491796771,2.18831132296523,-0.00406876151213317,-0.392470407284464,0.0626708105144471,1.28009143938408,0.0000927048543233753,1.39649598045709,0.0012022818396035,0.0777652563486485,0.000447946463798349,0.0352284070491235
Kota Batu,1.85884749041007,6.02678363057328,51565.4315316664,0.000265305372174051,2.20665191917425,-0.00405333894495274,-0.398542862240741,0.0634780761929821,1.30235720128624,0.0000911379834303714,1.40180677669068,0.00123331723207366,0.0806080043913318,0.000314709410579076,0.0250101648268263
